content	lable
외국놈이 죽은거 까지 알아야되냐? 그것도 딴따라 음악 만들던 놈인데	0
옆집언니 같이 친근하면서도 든든한 배우님이였는데 ㅠㅠ 슬퍼요. 이제 마음편한곳에서 쉬세요 ㅠㅠ	1
이준 휴가나와서 성욕 해소는 확실히 하겠네ㅋㅋ	0
좆병신 새끼면 담부터 너한테 지랄 못한다	0
26년 최수종님처럼 한결 같기는 힘들겠지만 서로 양보하고 배려하며 비슷하게만 살아도 싸울일 반으로 줄이고 아내 행복하게 만들어줌	1
혹시나 위험해서 취소한건 아닐까싶기도한데... 댓글 넘하네요~현아 언제나 응원해요^^	1
팔려다니는 북한 창녀나 자발적으로 몸팔러 다니는 한국 창녀나...걍 그게 그거 아니냐?	0
김종국 이제 점점 노잼 되가네	1
수입차보단 싸니깐 사지 괜히 사냐?? 솔직히아무리 가격 올랐다해도 아직 같은급 옵션 대비 가성비 빨이라는건 무시못할텐데??	1
산뜻한 디자인은 국산차가 어딧지???ㅋㅋㅋㄱㅈㅗㅈ망한 디자인이지ㅋㅋ	0
유승민은 좀 꺼져라 보수의 배신자 새끼 박근혜 대통령 덕보고 정치생활 했으면서 뒷통수를 때린 비열한 놈	0
알콜중독자 알콜충들 쉴드졸라칠라네낮이든밤이든 쳐먹고운전하지마라고	0
폭죽이야 잘못된거지만 거기등산로인데 흡연은 거기등산로 한사람들도있을수있는데..	1
얼굴 돼지상 일땐 비호감 이었는데계속 유지 바랍니다^^	0
이상화....너무 급한거 아닌가요? 운동만 하고 바빠서 남자 보는 눈은 있으신가 걱정됨. 강남이 이상한단건 아니구요... 그냥 순진한 아가씨 너무 급한 결정 내리는 것 같아서 걱정입니다...	1
일베& 슈가대디논란 해명해	1
임신만 안하면 속도위반이 아닌건가? 아니면 속도위반은 했지만 단속은 피했다는 것인가? 말도 생각하면서 조심했으면	1
죄없는 박대퉁령 불법삭탄핵당한 날 대한민국 헌정은 중단었다 개좌빨과 개역적배신자 놈들이 저지른 통탄의 역사적 범죄다 어리석고 아둔한 국민들이 속고 또속고 또또 속아도 깨우치지 못하니 참 서글프고 통탄할 대한민국이여! 박대통령 완전복권만이 대한민국의 법치가 다시 시작되는 날이다 이것이 정의요 대의다 이반역배신자 놈들아 나라꼬라지 잘보고 있는가? 밥이 목구녕으로 넘어가니나 나쁜 놈 개반역배신진 개무성 개승민 개성태 개성동 개태경 개준표 개종인 개용태 개희룡 개세원 등등 천벌을 받을 지어다	0
한서희씨한테 악플 남기지말아주세요.	1
머래 홍어새끼야 예전엔 돈이없어서 가방끈 짧았으니까 제조업으로라도 먹고살아야되서 인구많은 경상도에 공장 많이 지어서 용접공이 많은거지 경상도 애들이 머가리가 딸리는게 아니다 홍어색기야	0
연기력 최고였어요.다음역할도 기대됩니다.	1
어휴 시ㅎ발것들아 하지말라는게 아니라 할거면 19금을 걸라는거자나 최소 애들은 저런거 못보게 해야지	0
그렇다고 휙 나가버리면 에미추랑 문치매만 개이득이지	0
사기공화국 그지같은나라 망해버렸음..곧 망할것같지만..	0
니들 병신이냐? 진짜 ㅈㄴ웃기네 저거 해달 따라한거잖아진짜 뇌에 주름 다폈냐 ㅂ11ㅅ새111끼들	0
백상에서도 인정 받은 드라마 나저씨를 왜 페미들은 인정안함?ㅋㅋㅋ	0
바퀴벌레새끼들 ㅋㅋ	0
지린다... 네이비실 하버드 의대 NASA까지 ㄷㄷ 얼마나 열심히 사셨을까	1
저딴거 하고 다니면 극혐인데 그냥 집에서 지들끼리 똥꼬섹스만 하고 평상시에 밖에서 남한테 피해 안주면 노상관이란거임	0
이렇게 재밋을수 있다니	1
기안84 좋아요	1
미친년이네 ㅋㅋㅋ 손봐라 ㅆㅂ 외모도 보이네	0
ㅅㅂ 인구가 준다는데 수도권에 더 많이 살아. 좀 갈사람은 나가라. 특히 586세대들	0
이석훈이 김진호보다 노래 훨 잘하는듯	1
휴 근력다하고 자전거타면서 봐서 다행이네	1
그럼 이성미 아직까지 미혼인가요? 몰랐네요.	1
삥 정도껏 뜯어야지 ㅉㅉ	0
통신비 누가 달랬나 차라리 독감접종 해 주라 코로나때문 힘들다	1
얘네 둘이 감정선 호흡이 너무 좋다 드라마 끝나고 사귈수도..?ㅎㅎㅎ	1
난 재밌던데 스토리 구성도 탄탄하고	1
상대감독 완전 비호감	1
아들은 제아들ㅋㅋㅋ개는 우리허쉬ㅋㄱㄱ	1
우리 믹키오빠 얼마나 맘고생 심했을까민지는 슬퍼요 ㅜ	1
제발 가서 돌아오지마라	0
삼성이 그럼 전라도 사람 존나 뽑은거네? ㅋㅋ말이 되는 개소리를 좀 해라 ㅉ	0
걍 다쓰고 죽지 존경 무쓸모다	0
프듀 안보고 팬 된거니 상관없다 나는	1
가식이라쓰고 메뚜기라 읽는다 빼박팩트	0
방송은 대본으로 하는 주작이다.	1
3상도 아니고 2상도 아니고 1상가지고.....	1
집팔은 ㅋㅋ 존나 신기한 말이네보통 집판 이나 집판매한 이라고 하지않냐?	0
배우가 무슨벼슬이야.직장인은 몇년만 쉬어도 경력단절에 나이제한에 걸리는데 연옌들은 푹쉬고 나와도 감성팔이에 돈벌고.ㅜ	0
제발 음주운전은 무조건 사형 합시다. 언제까지 이런 미친 짓을 벌금 집행유예로 봐 주려고 합니까.남은 가족이 정말 불쌍하지도 않습니까.누구를 위한 법인지 제발 고려해 봅시다.국민을 위해 세워진 나라가 아닙니까.그 국민들이 이런 말도 안되는 죽음에 내몰리는 것을 두고만 보는 입법부. 좀 일 좀 합시다	1
진짜 사람새끼들 아니네 ㅡㅡ	0
베충이들 점심때 팀장들 한테 조인트 까일듯	0
예능을 진지빨고 보는년들이 넘많아져서 요즘 예능 개노잼됨 무도가 망한 이유기도하지 무도전성기땐 수위 장난아니었음	0
정웅인씨 아내분 인스타보면 촬영없는 쉬는 날 가족들과 자주 놀러다니고 시간을 함께 보내는 것 같던데 정말 가정적인 것 같아요. 저런 환경에서 자라는 아이들은 얼마나 훌륭한 어른이 될까요. 너무 부럽네요ㅠㅠ	1
순간 수지인줄	1
진짜 무리뉴가 감독이던시절 맨유축구 느낌. 득점이 너무 어려워보이는 공격전개과정. 역전은 못할거같은 축구..	1
이프로를 윤식당이나 스폐인하숙에 갇다대면안되지 감히 출연진들 에릭빼고 전부 노노	1
으 댓글에서 생리충 냄새나네 피 새나봐 으	0
진짜 자한당은 하는게 없는 허수아비 정당 쓰레기 좆같은 새끼들 밥버러지	0
요즘 유일하게 보는 드라마 한지민이도 이쁘고 지성이도 멋있다	1
역사상 최악의 집단들 대깨문 이들이 진정한 적폐세력이다. 대깨문 박멸 없이 국가 발전은 없다	0
2만원 지원 받자고 대리점 방문해서 명의변경 하라고ㅋㅋㅋ 그리고 선불폰 사용자는 얼칼건데? 이게 전국민 통신비 지원이냐?	1
서성은 허락 안맡고 애들 튀어서 성은이가 싹다 조진듯ㅇㅇ 그때 종건이 나타나서 니가 그런거냐고 말한거고	1
상상 가능한 사이즈와 스토리가 아니다; 당신이 무얼 상상했던 그 이상일 것이다	1
허스토리 왜 상영하는 곳 찾기가 힘든가요?다른 헐리우드 영화는 상영관도 많이 배정받고 상영일도긴 것같은데 허스토리는 벌써 내리고 없네요..보고 싶어요.	1
윤석율도 실권없는 명목상만 총장인가보다.어서 지시내려 수사제대로 하게 하	1
성형후 사진 원래 포샵 존나하는거 아님?실제로 보면 오른쪽같이 안생겼을듯	0
쿵쾅이들이 문제지. 쿵쾅이들포함 프로 불편러들은 그 어떤 판단도 하지말고 아가리닫고살아라.	0
재동아... 잘 지내냐?	1
정말 더러운 인간들의 집합소; 조국 윤미향 박원순 추미애 문재인	0
물곰 원래 비쌈... 그럿도 모르고 5인분 시킨 얼간이들 잘못이지... 왜 애꿎은 가게를 욕하지???	0
배우들 다좋은데오나라랑은 부부하기에는 나이가...안맞지 않나?첫주연이라 축하하긴 하는데 좀 무리인듯	1
김태희도 십년전엔 서울대출신 발연기에 땅꼬마라고 가루가되도록 까였었지 ㅋ 비랑 결혼하고 급호감케이스로 바뀐거지 그때까지는 안티가 더많았음 윤소희도 똑같은 루트로 까이네 ㅋ	1
조까셈 내 친구도 지능 솔직히 명수보다 ㅆㅎㅌㅊ데 돈 잘벌고 여자 잘사먹고 다님	0
병 ㅅ들 물타기는 몇화 댓글보는데 역겹네 뭐가문제니 ㅋㅋ? ㅈ같은 이유달지말고 팩트가 없잖아 쿠키충은 닥치고	0
더럽게 가난하고 없어보이는데 핀란드 드립	1
현기 무조건 까는 일반인 애들은 나중에 국산차 없어지고...그래도 그때는 내가 차라도 한대 굴렸었지..라고 후회하며 대중교통 타고 다닐 듯.	1
포방터 아무도 가지말아야함	1
일제시대 검열하는거 같다ㅎ대단하다	1
그 틀딱에게는 진짜 삼성이 좋다	0
일반적으로 남자가 저런 상황에 처하는데정작 자기가 쳐해보니 ㅈ같다 이거지 저러고도평균 남자들 이해못하면 공감능력 제로라는 소리	0
집 내부 인테리어에 비해 바깥 배경은 별로네 저층에 살고 있나 보군 태풍에 물이 밀려 들어와 집안에 침수 되어라	0
전현무..... 누가 먼저 헤어지자고 했을까? 진짜궁굼(진짜궁금해서. 진짜로 제생각인데 한혜진이 먼저 아닐까?) 멋있어염	1
누가사고가났던 일단의료사고가 났다는게....어디병원이죠 거기	1
라디오 청취율 순위1위 김어준의 뉴스공장2위 김용민 뉴스쇼3위 김현정 뉴스토크4위 컬투쇼라디오 청취율 123위가 전부 정치/시사 관련임. 즉 더이상은 보수우파가 왜곡되고 저능하고 편협한 시각으로만 국민 세뇌를 못시킨다는 의미. 조선일보 한국경제등의 보수언론이 왜곡해서 보도하면 김어준 김용민이 바로 팩트체크해서 다른면(other side)역시 보여줌.심지어 김어준 청취율은 왠만한 드라마 1위 씹어먹는 18% 수준.심지어 10년간 라디오 청취율 1위였던 컬투쇼는 4위로 밀려남 ㅋㅋ보수우파들이 얼마나 저능하게 정치와 미디어 언론을 억압했는지 보여주는거지	0
현실적으로 둘다 유명하지 않아서 수입도 불안정하고.. 그냥 헤어지자 해서 헤어지는 듯..	1
잘가라 현관아 좋은곳에 가라 만약 노짱 만나면 자살인지 혹시 타살인지 꼭 물어 바주라	0
이병신은 그랜저는 풀옵 3.3 비교하고 3시리즈는 2천깡통을들이미네 이씨빨썅년이	0
난 gd가 제일웃김ㅋㅋ 아시아인 최초로 샤넬쇼가는애가 무한상사에서 면접보고 팬티만들고 팬티입고 패션쇼하고 역시 무한도전 클래스ㅋㅋㅋ	1
역시 한결같으셔ㅋㅋ저 기자님 이름도 외웠어요~ 일하는 전공의 커버쳐주셨던 분이잔아요~	1
여자는 얼굴보다 요리실력. 근데 얼굴도 이쁘심.	1
감동실화	1
당신들이 사복경찰이라도 돼? 자살한 사람은 어떻게 할거냐?	1
홍윤화살빼니까 더귀엽더라	1
? 대세배우 ?	1
사생들아. 저거보고 나도 장애 가져서 빅뱅 좋다고 하면 너만의 선물 줄거란 기대로 장애될 생각하지 말고 장애 가질거면 사생짓으로 인해 너 때문에 괴로웠을 연예인들한테 스스로 반성하면서 조용히 살 생각으로 장애 가져라	0
누가그랬는데 대해적시대는 김종민이 이끌었다고 ㅋㅋㄱ	1
언제나오는고?보고싶어용 두분~	1
센터에 자석붙어있는줄	1
저글 니들얘기야.	0
좆같은 여가부 무당의료보험 개정은퍼주기...이런 것만 없애도 사람 죽고사는 분야지원할 수 있지.	0
이승기는 이제 나영석 머릿속에 없는건가요	1
벤츠500 이 600만은 아니겠지만 진짜 좋다 생각하고 탔는데 솔직히 요즘은 제네시스eq900 이 더 편하고 좋은것 같다 승차감이 벤츠가 특허 어쩌고해서 제일 좋은줄 알았는데 차이를 모르겠고 더 감기는 느낌에 조금 덜 무겁다 뒷자리에 앉으면 다리 뻗는 길이 비슷하고 팔쪽에 조작버튼 창문간에 버튼 간섭이 없어서 좋다 솔직히 국산차 다른건 모르겠지만 이건 대박	1
와 최대1만명 수준이면 최소 몇천은 될것같은데....다 잡아서 콩밥은 무슨 자지다썰어야됨.	0
두사람 보기좋아요. 키스 이제부터 하면 돼지.	1
연출자가 이렇게 중요하다. 왜 원작에 있지도 않은 조연들 푼수짓은 그렇게 많이 넣고 내용은 그리 루즈하게 끌고가는지 이해할 수 없다.	1
아직도 씨를말려야할정도의 머리를 가지고 댓글다는분들이있네..	0
말투부터 썩은내나서 줘패고 싶네 늙다리새끼 ㅉ	0
미친새끼 왜사냐 나랑현피뜨자 씨발련아 내가 도저히못참겟다 인간이길포기한새끼야	0
미친 감방에 있어야 할 인간이 기어나와 이야기하는 꼴이라니! 그 돈은 누가 갚을 건데? 국민이 호구인 줄 아나 이리저리 다 퍼주고 돈 다 갚아주고 버는 사람은 없고 결국은 나라망한다!! 국민들이여 정신차리고 갈아엎자!!!	0
임지연이 외모나 성격으로는 최고 아닌가 .. 곽시양이 좀 딸리는듯 갠적으로 임지연이 많이 아까버	1
이미 스스로들이 사람이길 포기한 벌레들 이에요...	0
화장실 갈타이밍 없음 ㅋㅋ조금이라도 놓치면 영영 이해못해....흑흑... 조금씩 싸서 말리세요	1
기안 84 응원합니다. 그리고 응원하는 여자들도 많습니다. 만화가 아니라 실제 성범죄자들을 응징하는데 힘을 쏟아야 한다고 생각합니다	1
근데 왜 이렇게 오바하고 흥분하는 사람들이 많지~~~~~~	1
김기명이랑 서승은 배다른 형제인건가	1
러시아는 전통적으로 기초과학분야 최강국이었음. 스냉전시대 양강구도에서 미국에게 패권을 빼앗기긴 했으나 그 우수한 과학자집단은 아직 건재함.	1
멜론 차트 아웃입니다 삼가고인의 명복을 빕니다	0
고딩때 처맞은거 30살까지 기억할정도면 진성찐1따 맞는듯ㅋㅋ 처맞는데는 다 이유가있다ㅋ	0
대깨문들은 사람이 아니다	0
ㅎㅎ좃선하는짓이 허위사실로 폭로하고 확대 재생산했다가 사실이 아닌거로 나타나면 논점을 바꿔 비난하고 그것도 다하면 허위사실 폭로한 잡것에 대해 네티즌이 비난하면 그걸가지고 또 비난기사.니들 패턴이 뻔하다만 비열한 짓거리 역겹다.따박따박 고소해야 이런 쓰레기 기사들이 사라질듯...	0
토 ㆍㆍ	1
야구할때도 약속한 플레이하자고 저런 제스쳐하는데 이제 저런손모양 하기만하면 기사나겄네;기레기수준 잘봄	0
축하드려요 ㅎ	1
문재인보다 문재인 빠는 시발 개새끼들이 더 좃같네 개간나 시발년들	0
부조리를 없앤다고 군기까지 박살내는 것들이나 군기 잡겠다고 비효율적 비인간적 악습을 자행하는 것들이나 한쪽으로 치우친다고 될 일이 아님	1
심장이 벌써부터 요동친다..	1
어제 못 봤네 재방봐야지요즘 볼거 없었는데~~	1
뭐 우리도 똑같이 일본이 천벌받았다고했는데 별로 이상은 안하다	1
영화가 하나 같이 술먹고 담배 피우고 토하고 겔겔 대고 또라이들의 향연이 예술이란다. 그래 나는 예술을 이해 못하는 원시인 이다.	0
